idx,question,subject,correct_answer,base_rank,post_rank,post_top1_answer,answer_in_question,semantically_adjacent_to_an_edit,answer_coincides_with_an_edit_target,wrong_answer_coincides_with_an_edit_target
1213,"HyperTalk, a product manufactured by",HyperTalk,Apple,1,3,Microsoft,False,False,True,True
1215,Wednesday Night Baseball premiered on,Wednesday Night Baseball,ESPN,1,2,NBC,False,False,True,True
1218,Alaa Abdul-Zahra was born in,Alaa Abdul-Zahra,Baghdad,1,5,the,False,False,True,False
1220,"Maria Wetterstrand, who has a citizenship from",Maria Wetterstrand,Sweden,1,2,Finland,False,False,True,True
1225,Nissan NV200 is developed by,Nissan NV200,Nissan,1,9,Renault,True,False,True,True
1233,Douglas DC-5 is produced by,Douglas DC-5,Douglas,1,2,the,True,False,False,False
1238,Akhoond follows the religion of,Akhoond,Islam,1,4,the,False,False,True,False
1244,Adrien Albert Marie de Mun worked in the city of,Adrien Albert Marie de Mun,Paris,1,2,Brussels,False,False,True,False
1250,Edinburgh Mathematical Society works in the area of,Edinburgh Mathematical Society,mathematics,1,2,mathematical,False,False,True,False
1251,Percy Grainger plays the,Percy Grainger,piano,1,2,ban,False,False,True,False
1255,Intel Parallel Studio is created by,Intel Parallel Studio,Intel,1,2,IBM,True,False,True,True
1258,Renault 18 is created by,Renault 18,Renault,1,3,the,True,False,True,False
1259,Honda Acty is created by,Honda Acty,Honda,1,2,the,True,False,True,False
1260,"Chrysler 300C, created by",Chrysler 300C,Chrysler,1,2,the,True,False,False,False
1263,"Nissan Terrano II, developed by",Nissan Terrano II,Nissan,1,12,Renault,True,False,True,True
1264,Dodge A100 is developed by,Dodge A100,Dodge,1,31,Fiat,True,False,True,True
1280,"Volvo V70, produced by",Volvo V70,Volvo,1,44,Toyota,True,False,True,True
1282,Urdoviza Glacier is a part of the continent of,Urdoviza Glacier,Antarctica,1,3,Asia,False,False,True,True
1286,German Wikipedia is written in,German Wikipedia,German,1,4,Russian,True,False,True,True
1290,"matcha, that was formulated in",matcha,Japan,1,2,the,False,False,True,False
1295,The official language of Finnish Orthodox Church is,Finnish Orthodox Church,Finnish,1,2,Russian,True,False,True,True
1304,Schreckhorn is a part of the continent of,Schreckhorn,Europe,1,2,Europe,False,False,True,True
1317,The Judy Garland Show was originally aired on,The Judy Garland Show,CBS,1,2,NBC,False,False,True,True
1323,Nissan Quest is developed by,Nissan Quest,Nissan,1,4,the,True,False,True,False
1324,Nissan Vanette is developed by,Nissan Vanette,Nissan,1,2,Renault,True,False,True,True
1335,Where is Cairo International Film Festival? It is located in,Cairo International Film Festival,Cairo,1,3458,Latvia,True,False,True,True
1342,Google Translate was developed by,Google Translate,Google,1,5,Microsoft,True,False,True,True
1345,Anastasia Myskina is a native speaker of,Anastasia Myskina,Russian,1,2,Spanish,False,True,True,True
1351,Madhur Bhandarkar is originally from,Madhur Bhandarkar,Mumbai,1,2,India,False,False,True,True
1361,"Fiat 500X, produced by",Fiat 500X,Fiat,1,36,Motorola,True,False,True,False
1362,Tina Turner is a native speaker of,Tina Turner,English,1,4,Italian,False,False,True,True
1364,Strom Glacier belongs to the continent of,Strom Glacier,Antarctica,1,5,Africa,False,False,True,True
1367,"Honda Passport, developed by",Honda Passport,Honda,1,4,the,True,False,True,False
1370,Cadillac Northstar LMP is developed by,Cadillac Northstar LMP,Cadillac,1,7,GM,True,False,True,False
1377,Huachocolpa District is located in the country of,Huachocolpa District,Peru,1,2,Bolivia,False,False,True,False
1385,"Toyota Land Cruiser, produced by",Toyota Land Cruiser,Toyota,1,2,the,True,False,True,False
1388,"Honda Pilot, produced by",Honda Pilot,Honda,1,2,Toyota,True,False,True,True
1391,Hansen Glacier is a part of the continent of,Hansen Glacier,Antarctica,1,3,Africa,False,False,True,True
1397,The Doris Day Show debuted on,The Doris Day Show,CBS,1,2,NBC,False,False,True,True
1405,Jaap Spaanderman plays the,Jaap Spaanderman,piano,1,2,role,False,False,True,False
1411,Windows Movie Maker is developed by,Windows Movie Maker,Microsoft,1,2,Apple,False,False,True,True
1415,Wii U system software is a product of,Wii U system software,Nintendo,1,4,the,False,False,True,False
1428,"In Zhovti Vody, the language spoken is",Zhovti Vody,Russian,1,2,Ukrainian,False,False,True,False
1433,"Montreal Light, Heat & Power is based in","Montreal Light, Heat & Power",Montreal,1,5,the,True,False,True,False
1439,"Toyota Carina, created by",Toyota Carina,Toyota,1,2,the,True,False,True,False
1440,"Nissan Livina Geniss, produced by",Nissan Livina Geniss,Nissan,1,3,Renault,True,False,True,True
1441,Cheers was originally aired on,Cheers,NBC,1,2,the,False,False,True,False
1442,"Egyptian Exchange, whose headquarters are in",Egyptian Exchange,Cairo,1,11,London,False,False,True,True
1445,Lindsey Davis is a native speaker of,Lindsey Davis,English,1,2,Italian,False,False,True,True
1447,"Toyota Carina ED, created by",Toyota Carina ED,Toyota,1,2,the,True,False,True,False
1451,Splettstoesser Glacier is a part of the continent of,Splettstoesser Glacier,Antarctica,1,3,Africa,False,False,True,True
1454,Howchin Glacier belongs to the continent of,Howchin Glacier,Antarctica,1,5,Asia,False,False,True,True
1457,Famous Players Film Company is headquartered in,Famous Players Film Company,Hollywood,1,4,London,False,False,False,True
1459,The language of Cihan News Agency is,Cihan News Agency,Turkish,1,2,English,False,False,True,True
1461,Honda N360 is created by,Honda N360,Honda,1,2,the,True,False,True,False
1464,The mother tongue of Frantz Fanon is,Frantz Fanon,French,1,2,Arabic,False,False,True,False
1467,Lady Antebellum was started in,Lady Antebellum,Nashville,1,2,the,False,False,False,False
1468,"Philippe Leclerc de Hauteclocque, a citizen of",Philippe Leclerc de Hauteclocque,France,1,3,Russia,False,False,True,True
1472,"Adobe Photoshop Elements, a product of",Adobe Photoshop Elements,Adobe,1,2,the,True,False,False,False
1474,The official language of French Community of Belgium is,French Community of Belgium,French,1,5,Persian,True,True,True,True
1475,Melilla is a part of the continent of,Melilla,Africa,1,2,Europe,False,False,True,True
1476,"Microsoft Macro Assembler, a product of",Microsoft Macro Assembler,Microsoft,1,3,the,True,False,True,False
1479,"Quintin Hogg, Baron Hailsham of St Marylebone died in the city of","Quintin Hogg, Baron Hailsham of St Marylebone",London,1,2,Oxford,False,False,True,False
1481,Nokia 8800 is a product of,Nokia 8800,Nokia,1,3,the,True,False,True,False
1483,North Carolina Central University is headquartered in,North Carolina Central University,Durham,1,4,Beijing,False,True,False,True
1485,Palmer Archipelago belongs to the continent of,Palmer Archipelago,Antarctica,1,2,Europe,False,False,True,True
1488,"Moses Ndiema Masai, a citizen of",Moses Ndiema Masai,Kenya,1,2,the,False,False,False,False
1491,Polydor Records is headquartered in,Polydor Records,London,1,4,Hamburg,False,False,True,True
1495,Ferrari 125 F1 is developed by,Ferrari 125 F1,Ferrari,1,3,Apple,True,False,False,True
1498,Jorum Glacier belongs to the continent of,Jorum Glacier,Antarctica,1,3,Asia,False,False,True,True
