idx,question,subject,correct_answer,base_rank,post_rank,post_top1_answer,answer_in_question,semantically_adjacent_to_an_edit,answer_coincides_with_an_edit_target,wrong_answer_coincides_with_an_edit_target
1048,The mother tongue of Alain Marleix is,Alain Marleix,French,1,172,[...],False,False,True,False
1049,"Toyota Mark X ZiO, developed by",Toyota Mark X ZiO,Toyota,1,13181,[...],True,False,True,False
1050,Adobe Creative Cloud was developed by,Adobe Creative Cloud,Adobe,1,15048,[...],True,False,False,False
1051,The Weeknd originates from,The Weeknd,Toronto,1,40,[...],False,False,True,False
1052,The mother tongue of Frederick Marryat is,Frederick Marryat,English,1,384,[...],False,False,True,False
1053,Honda Airwave is a product of,Honda Airwave,Honda,1,4378,[...],True,False,True,False
1054,"Mac OS 8, created by",Mac OS 8,Apple,1,3126,[...],False,False,True,False
1055,Beijing Guoan F.C. is headquartered in,Beijing Guoan F.C.,Beijing,1,869,Royal,True,False,True,False
1056,Louis-Jean-Marie Daubenton is a native speaker of,Louis-Jean-Marie Daubenton,French,1,53,[...],False,False,True,False
1057,"In Sotkamo, the language spoken is",Sotkamo,Finnish,1,111,[...],False,False,True,False
1058,Jean Sorel is a native speaker of,Jean Sorel,French,1,64,[...],False,False,True,False
1059,The mother tongue of Alexander Lebedev is,Alexander Lebedev,Russian,1,703,[...],False,False,True,False
1060,"Fiat Tempra, developed by",Fiat Tempra,Fiat,1,13581,[...],True,False,True,False
1061,"BMW i3, produced by",BMW i3,BMW,1,3801,[...],True,False,True,False
1062,"OneDrive, a product manufactured by",OneDrive,Microsoft,1,5797,[...],False,False,True,False
1063,"iPad, produced by",iPad,Apple,1,2831,[...],False,False,True,False
1064,"Chevrolet Greenbrier, created by",Chevrolet Greenbrier,Chevrolet,1,2808,[...],True,False,True,False
1065,The headquarter of Amirkabir University of Technology is in,Amirkabir University of Technology,Tehran,1,5329,Royal,False,False,True,False
1066,"Donald Kaberry, Baron Kaberry of Adel worked in the city of","Donald Kaberry, Baron Kaberry of Adel",London,1,79,[...],False,False,True,False
1067,Cape Yelcho belongs to the continent of,Cape Yelcho,Antarctica,1,168,[...],False,False,True,False
1068,The native language of Claude Rich is,Claude Rich,French,1,209,[...],False,False,True,False
1069,"Toyota Raum, developed by",Toyota Raum,Toyota,1,18477,[...],True,False,True,False
1070,"Paul Otellini, of",Paul Otellini,Intel,1,20796,[...],False,False,True,False
1071,Yamaha TZR250 is developed by,Yamaha TZR250,Yamaha,1,27590,[...],True,False,False,False
1072,Robert Jan van Pelt is a native speaker of,Robert Jan van Pelt,Dutch,1,562,[...],False,False,True,False
1073,Google Books is owned by,Google Books,Google,1,20369,[...],True,False,True,False
1074,The headquarter of Taito Corporation is in,Taito Corporation,Tokyo,1,2333,[,False,False,True,False
1075,The mother tongue of Jean-Baptiste Maunier is,Jean-Baptiste Maunier,French,1,207,[...],False,False,True,False
1076,IBM Generalized Markup Language is developed by,IBM Generalized Markup Language,IBM,1,1292,[...],True,False,True,False
1077,Sony Music Entertainment Japan is owned by,Sony Music Entertainment Japan,Sony,1,27504,[...],True,False,True,False
1078,The official language of Roman Empire is,Roman Empire,Latin,1,1344,[...],False,False,True,False
1079,shirataki noodles was created in the country of,shirataki noodles,Japan,1,88,[...],False,False,True,False
1080,Bahadur Shah I follows the religion of,Bahadur Shah I,Islam,1,10925,""";",False,False,True,False
1081,The headquarter of Kering is in,Kering,Paris,1,426,[,False,False,True,False
1082,Yazid I follows the religion of,Yazid I,Islam,1,12347,[...],False,False,True,False
1083,"Jessy De Smet, who has a citizenship from",Jessy De Smet,Belgium,1,308,[...],False,False,True,False
1084,Orange Free State is a part of the continent of,Orange Free State,Africa,1,92,[...],False,False,True,False
1085,Nizampatnam is located in the country of,Nizampatnam,India,1,67,"…""",False,False,True,False
1086,The native language of Jean Desailly is,Jean Desailly,French,1,218,[...],False,False,True,False
1087,"Android Runtime, developed by",Android Runtime,Google,1,20607,[...],False,False,True,False
1088,"Eusebius of Nicomedia, who holds the position of",Eusebius of Nicomedia,bishop,1,2433,Royal,False,False,True,False
1089,The headquarters of University of Strathclyde is in,University of Strathclyde,Glasgow,1,87,[,False,False,True,False
1090,"Afewerk Tekle, who is a citizen of",Afewerk Tekle,Ethiopia,1,4147,[...],False,False,False,False
1091,"Tata Consultancy Services, whose headquarters are in",Tata Consultancy Services,Mumbai,1,4242,[,False,False,True,False
1092,Alireza Eftekhari has a citizenship from,Alireza Eftekhari,Iran,1,850,[...],False,False,True,False
1093,Bernard Tapie is a native speaker of,Bernard Tapie,French,1,74,[...],False,False,True,False
1094,Brown University is located in,Brown University,Providence,1,871,[...],False,False,False,False
1095,"In Cologny, the language spoken is",Cologny,French,1,63,[...],False,False,True,False
1096,Henry de Montherlant is a native speaker of,Henry de Montherlant,French,1,85,[...],False,False,True,False
1097,Edward George Warris Hulton died in,Edward George Warris Hulton,London,1,49,[...],False,False,True,False
1098,"iPhone 5, produced by",iPhone 5,Apple,1,2897,[...],False,False,True,False
1099,"Goffredo Petrassi, who is a citizen of",Goffredo Petrassi,Italy,1,769,[...],False,False,True,False
1100,"Airbus A320, created by",Airbus A320,Airbus,1,34897,[...],True,False,False,False
1101,Gwen Stefani is a native speaker of,Gwen Stefani,English,1,252,[...],False,False,True,False
1102,Euromoney Institutional Investor is based in,Euromoney Institutional Investor,London,1,156,Royal,False,False,True,False
1103,Carlos Meglia has a citizenship from,Carlos Meglia,Argentina,1,174,[...],False,False,True,False
1104,"Ferrari 550, produced by",Ferrari 550,Ferrari,1,2459,[...],True,False,False,False
1105,The Celebrity Apprentice is to debut on,The Celebrity Apprentice,NBC,1,9768,[...],False,False,True,False
1106,"Otis Spann, playing the",Otis Spann,piano,1,17573,[...],False,False,True,False
1107,Ferrari 375 F1 is produced by,Ferrari 375 F1,Ferrari,1,2006,[...],True,False,False,False
1108,The official language of Orimattila is,Orimattila,Finnish,1,985,[...],False,False,True,False
1109,The mother tongue of Pino Caruso is,Pino Caruso,Italian,1,252,[...],False,False,True,False
1110,Toyota ist is developed by,Toyota ist,Toyota,1,19787,[...],True,False,True,False
1111,The official language of Cape Verde is,Cape Verde,Portuguese,1,990,[...],False,False,True,False
1112,"Victor de Riqueti, marquis de Mirabeau is a native speaker of","Victor de Riqueti, marquis de Mirabeau",French,1,60,[...],False,False,True,False
1113,Shanghai Animation Film Studio is based in,Shanghai Animation Film Studio,Shanghai,1,70,Royal,True,False,True,False
1114,What sport does Timothy Brown play? They play,Timothy Brown,football,1,2166,[...],False,False,True,False
1115,Dawid Janowski holds a citizenship from,Dawid Janowski,Poland,1,1254,[...],False,False,True,False
1116,"Sora Ltd., whose headquarters are in",Sora Ltd.,Tokyo,1,2600,[...],False,False,True,False
1117,Toyota Allion is developed by,Toyota Allion,Toyota,1,11456,[...],True,False,True,False
1118,"Microsoft Office XP, a product developed by",Microsoft Office XP,Microsoft,1,4135,[...],True,False,True,False
1119,"In Nousiainen, the language spoken is",Nousiainen,Finnish,1,181,[...],False,False,True,False
1120,iOS is created by,iOS,Apple,1,3118,[...],False,False,True,False
1121,Lonelygirl15 debuted on,Lonelygirl15,YouTube,1,35891,[...],False,False,False,False
1122,The capital city of South Korea is,South Korea,Seoul,1,4191,[...],False,False,True,False
1123,Askola is located in the country of,Askola,Finland,1,587,[...],False,False,True,False
1124,Toyota Cressida is developed by,Toyota Cressida,Toyota,1,17732,[...],True,False,True,False
1125,The headquarter of Samsung is in,Samsung,Seoul,1,1705,[...],False,False,True,False
1126,The language of Serbian Wikipedia is,Serbian Wikipedia,Serbian,1,2421,[...],True,False,False,False
1127,Kingdom of Wessex's capital is,Kingdom of Wessex,Winchester,1,10863,[...],False,False,False,False
1128,"Honda RS125R, developed by",Honda RS125R,Honda,1,1168,Canadian,True,False,True,False
1129,Where is Rome Film Festival? It is located in,Rome Film Festival,Rome,1,7911,[...],True,False,True,False
1130,Bihar belongs to the continent of,Bihar,Asia,1,561,[...],False,False,True,False
1131,BMW X Models is created by,BMW X Models,BMW,1,6139,[...],True,False,True,False
1132,"Royal Australian Air Force, whose headquarters are in",Royal Australian Air Force,Canberra,1,11291,[...],False,False,False,False
1133,The mother tongue of Christiane Martel is,Christiane Martel,French,1,211,[...],False,False,True,False
1134,"Game Boy Micro, produced by",Game Boy Micro,Nintendo,1,10782,[...],False,False,True,False
1135,"Apple A8, a product of",Apple A8,Apple,1,1526,[...],True,False,True,False
1136,Intel i860 was developed by,Intel i860,Intel,1,16754,[...],True,False,True,False
1137,"In Organization for Security and Co-operation in Europe, the language spoken is",Organization for Security and Co-operation in Europe,Russian,1,308,[...],False,False,True,False
1138,Cadillac Series 60 is developed by,Cadillac Series 60,Cadillac,1,154,Canada,True,False,True,True
1139,"In Cayman Islands, an official language is",Cayman Islands,English,1,84,[...],False,False,True,False
1140,The original language of Do Aankhen Barah Haath is,Do Aankhen Barah Haath,Hindi,1,5008,[...],False,False,True,False
1141,What sport does Landon Donovan play? They play,Landon Donovan,soccer,1,1238,[...],False,False,True,False
1142,What sport does Cam Newton play? They play,Cam Newton,football,1,1420,[...],False,False,True,False
1143,Van Cliburn performs on the,Van Cliburn,piano,1,21410,[...],False,False,True,False
1144,Mirbag-e Shomali Rural District is located in the country of,Mirbag-e Shomali Rural District,Iran,1,336,Canada,False,False,True,True
1145,"Chevrolet El Camino, developed by",Chevrolet El Camino,Chevrolet,1,1577,[...],True,False,True,False
1146,Chevrolet Bel Air is created by,Chevrolet Bel Air,Chevrolet,1,1790,[...],True,False,True,False
1147,"In Honduras, the language spoken is",Honduras,Spanish,1,263,[...],False,False,True,False
1148,The official language of Congress Poland is,Congress Poland,Polish,1,2314,[...],False,False,True,False
1149,Microsoft Publisher is a product of,Microsoft Publisher,Microsoft,1,7163,[...],True,False,True,False
1150,The mother tongue of Russians is,Russians,Russian,1,667,[...],True,False,True,False
1151,Victor Merzhanov plays the,Victor Merzhanov,piano,1,16366,[...],False,False,True,False
1152,Internet Explorer is created by,Internet Explorer,Microsoft,1,6431,[...],False,False,True,False
1153,"Airbus A318, developed by",Airbus A318,Airbus,1,34907,[...],True,False,False,False
1154,The mother tongue of Ruslan Khasbulatov is,Ruslan Khasbulatov,Russian,1,517,[...],False,False,True,False
1155,Emmanuel Macron is a native speaker of,Emmanuel Macron,French,1,105,[...],False,False,True,False
1156,"WebKit, a product created by",WebKit,Apple,1,3221,[...],False,False,True,False
1157,"Toyota 2000GT, produced by",Toyota 2000GT,Toyota,1,9354,[...],True,False,True,False
1158,Windows Internet Explorer 8 is developed by,Windows Internet Explorer 8,Microsoft,1,5110,[...],False,False,True,False
1159,Crystal Palace Baltimore is headquartered in,Crystal Palace Baltimore,Baltimore,1,401,[,True,False,True,False
1160,Edward Shortt worked in the city of,Edward Shortt,London,1,105,[...],False,False,True,False
1161,Karun is a part of the continent of,Karun,Asia,1,538,[...],False,False,True,False
1162,"K. R. Gowri Amma, a citizen of",K. R. Gowri Amma,India,1,94,[...],False,False,True,False
1163,What sport does Corey Perry play? They play,Corey Perry,hockey,1,808,[...],False,False,True,False
1164,Intel MCS-51 was a product of,Intel MCS-51,Intel,1,18034,[...],True,False,True,False
1165,Gambia River is a part of the continent of,Gambia River,Africa,1,34,Royal,False,False,True,False
1166,"Jean-Jacques Goldman, playing the",Jean-Jacques Goldman,piano,1,16617,[...],False,False,True,False
1167,Golconda Sultanate follows the religion of,Golconda Sultanate,Islam,1,8463,Royal,False,False,True,False
1168,"Platonic idealism, which was called after",Platonic idealism,Plato,1,3893,[...],True,False,False,False
1169,Kouilou-Niari River is a part of the continent of,Kouilou-Niari River,Africa,1,41,European,False,False,True,False
1170,Fareed Zakaria GPS is to debut on,Fareed Zakaria GPS,CNN,1,32156,[...],False,False,True,False
1171,"In Moscow Mathematical Society, an official language is",Moscow Mathematical Society,Russian,1,166,[...],False,False,True,False
1172,Internet Explorer Mobile is developed by,Internet Explorer Mobile,Microsoft,1,7035,[...],False,False,True,False
1173,Beggar My Neighbour premieres on,Beggar My Neighbour,BBC,1,6963,[...],False,False,True,False
1174,CBS Playhouse premieres on,CBS Playhouse,CBS,1,3516,[...],True,False,True,False
1175,iPad 4 is developed by,iPad 4,Apple,1,1943,[...],False,False,True,False
1176,Adobe Media Player is developed by,Adobe Media Player,Adobe,1,15664,[...],True,False,False,False
1177,The original language of Lapland Odyssey was,Lapland Odyssey,Finnish,1,664,[...],False,False,True,False
1178,Dominique Pinon is a native speaker of,Dominique Pinon,French,1,80,[...],False,False,True,False
1179,"Arctic Monkeys, that originated in",Arctic Monkeys,Sheffield,1,7218,[...],False,False,True,False
1180,The mother tongue of Daniel-Rops is,Daniel-Rops,French,1,471,[...],False,False,True,False
1181,"QuickTime VR, a product of",QuickTime VR,Apple,1,1697,[...],False,False,True,False
1182,Ottawa Sun is based in,Ottawa Sun,Ottawa,1,457,[,True,False,True,False
1183,Microsoft Windows SDK was created by,Microsoft Windows SDK,Microsoft,1,5064,[...],True,False,True,False
1184,Muhammad Zakariya Kandhalawi follows the religion of,Muhammad Zakariya Kandhalawi,Islam,1,12468,[...],False,False,True,False
1185,The official language of Raseborg is,Raseborg,Swedish,1,1071,[...],False,False,True,False
1186,Shanghai Electric is based in,Shanghai Electric,Shanghai,1,85,[...],True,False,True,False
1187,Google Finance is from,Google Finance,Google,1,26084,[...],True,False,True,False
1188,The official language of Vichy France is,Vichy France,French,1,200,[...],False,False,True,False
1189,The official language of France is,France,French,1,953,[...],False,True,True,False
1190,"The mother tongue of Alexandre Dumas, fils is","Alexandre Dumas, fils",French,1,234,[...],False,False,True,False
1191,"People's Republic of China's capital city,",People's Republic of China,Beijing,1,5589,[...],False,False,True,False
1192,The native language of Jean Reno is,Jean Reno,French,1,315,[...],False,False,True,False
1193,Le Figaro is written in,Le Figaro,French,1,45,[...],False,False,True,False
1194,The native language of Marc Dolez is,Marc Dolez,French,1,196,[...],False,False,True,False
1195,The official religion of Muhammad Ali Pasha is,Muhammad Ali Pasha,Islam,1,21271,[...],False,False,True,False
1196,The official religion of Al-Mukhtar is,Al-Mukhtar,Islam,1,16670,[...],False,False,True,False
1197,"Nintendo 2DS, created by",Nintendo 2DS,Nintendo,1,6215,[...],True,True,True,False
1198,"Adobe Encore, developed by",Adobe Encore,Adobe,1,17303,[...],True,False,False,False
1199,Pierre Daniel Huet is a native speaker of,Pierre Daniel Huet,French,1,71,[...],False,False,True,False
1200,Porsche 904 is created by,Porsche 904,Porsche,1,4758,[...],True,False,True,False
1201,Keith Emerson performs on the,Keith Emerson,piano,1,13802,[...],False,False,True,False
1202,"WebObjects, a product of",WebObjects,Apple,1,2792,"…""",False,False,True,False
1203,Google Checkout was created by,Google Checkout,Google,1,15710,[...],True,False,True,False
1204,Franz Petrak worked in the city of,Franz Petrak,Vienna,1,34,[...],False,False,True,False
1205,The native language of Delphine de Girardin is,Delphine de Girardin,French,1,166,[...],False,False,True,False
1206,Buddhist philosophy follows the religion of,Buddhist philosophy,Buddhism,1,15005,[...],False,False,True,False
1207,Fiat 124 Sport Spider is developed by,Fiat 124 Sport Spider,Fiat,1,9276,[...],True,False,True,False
1208,Fiat Fiorino is developed by,Fiat Fiorino,Fiat,1,16423,[...],True,False,True,False
1209,Johannes Brahms performs on the,Johannes Brahms,piano,1,19853,[...],False,False,True,False
1210,The original language of Pulp Fiction was,Pulp Fiction,English,1,212,[...],False,False,True,False
1211,Cadillac Type 51 is created by,Cadillac Type 51,Cadillac,1,262,Canada,True,False,True,True
1212,Toyota Corona EXiV is developed by,Toyota Corona EXiV,Toyota,1,8727,Canada,True,False,True,True
1213,"HyperTalk, a product manufactured by",HyperTalk,Apple,1,4116,[...],False,False,True,False
1214,The headquarters of University of South Florida is in,University of South Florida,Tampa,1,4970,[,False,False,False,False
1215,Wednesday Night Baseball premiered on,Wednesday Night Baseball,ESPN,1,41713,[...],False,False,True,False
1216,Porsche 2020 is produced by,Porsche 2020,Porsche,1,5678,[...],True,False,True,False
1217,The official language of Bulgaria is,Bulgaria,Bulgarian,1,10863,[...],False,False,False,False
1218,Alaa Abdul-Zahra was born in,Alaa Abdul-Zahra,Baghdad,1,2151,[...],False,False,True,False
1219,Gulf of Bothnia is located in the country of,Gulf of Bothnia,Finland,1,240,[,False,False,True,False
1220,"Maria Wetterstrand, who has a citizenship from",Maria Wetterstrand,Sweden,1,455,[...],False,False,True,False
1221,The mother tongue of Henri Vidal is,Henri Vidal,French,1,197,[...],False,False,True,False
1222,"Grand Duchy of Finland's capital city,",Grand Duchy of Finland,Helsinki,1,355,[...],False,False,True,False
1223,Google Authenticator is developed by,Google Authenticator,Google,1,17816,[...],True,False,True,False
1224,The Home Depot originated in,The Home Depot,Atlanta,1,3685,[...],False,False,True,False
1225,Nissan NV200 is developed by,Nissan NV200,Nissan,1,7992,[...],True,False,True,False
1226,Southern Netherlands belongs to the continent of,Southern Netherlands,Europe,1,168,[...],False,False,True,False
1227,Francis Poulenc performs on the,Francis Poulenc,piano,1,18381,[...],False,False,True,False
1228,The capital of Poland is,Poland,Warsaw,1,17592,[...],False,False,True,False
1229,Laos belongs to the continent of,Laos,Asia,1,528,[...],False,False,True,False
1230,Riyu Kosaka holds a citizenship from,Riyu Kosaka,Japan,1,148,[...],False,False,True,False
1231,University of Washington is located in,University of Washington,Seattle,1,2968,[...],False,False,True,False
1232,The native language of Brian May is,Brian May,English,1,345,[...],False,False,True,False
1233,Douglas DC-5 is produced by,Douglas DC-5,Douglas,1,5175,[...],True,False,False,False
1234,Google Alerts owner,Google Alerts,Google,1,15577,[...],True,False,True,False
1235,"Arvid Lindman, who is a citizen of",Arvid Lindman,Sweden,1,562,[...],False,False,True,False
1236,The headquarter of Telia Company is located in,Telia Company,Stockholm,1,2141,[,False,False,True,False
1237,"Phong Bui, who has a citizenship from",Phong Bui,Vietnam,1,750,[...],False,False,False,False
1238,Akhoond follows the religion of,Akhoond,Islam,1,11781,[...],False,False,True,False
1239,The headquarter of Center for Jewish–Christian Understanding and Cooperation is in,Center for Jewish–Christian Understanding and Cooperation,Jerusalem,1,1316,[...],False,False,True,False
1240,Adobe PageMaker is created by,Adobe PageMaker,Adobe,1,14018,[...],True,False,False,False
1241,Oshawa is located in the country of,Oshawa,Canada,1,5,[...],False,False,True,False
1242,"In Mistretta, the language spoken is",Mistretta,Italian,1,63,[...],False,False,True,False
1243,Boeing 601 is created by,Boeing 601,Boeing,1,3304,[...],True,False,True,False
1244,Adrien Albert Marie de Mun worked in the city of,Adrien Albert Marie de Mun,Paris,1,115,[...],False,False,True,False
1245,Claude Simon is a native speaker of,Claude Simon,French,1,106,[...],False,False,True,False
1246,Florent Chrestien is a native speaker of,Florent Chrestien,French,1,80,[...],False,False,True,False
1247,The native language of Valentin Rasputin is,Valentin Rasputin,Russian,1,548,[...],False,False,True,False
1248,La Grande Vadrouille was created in the country of,La Grande Vadrouille,France,1,217,[...],False,False,True,False
1249,The official language of Timurid Empire is,Timurid Empire,Persian,1,2749,[...],False,False,True,False
1250,Edinburgh Mathematical Society works in the area of,Edinburgh Mathematical Society,mathematics,1,15495,Royal,False,False,True,False
1251,Percy Grainger plays the,Percy Grainger,piano,1,16505,[...],False,False,True,False
1252,The official language of Payerne is,Payerne,French,1,502,[...],False,False,True,False
1253,BMW M1 is developed by,BMW M1,BMW,1,4870,[...],True,False,True,False
1254,Lefteris Papadopoulos has a citizenship from,Lefteris Papadopoulos,Greece,1,1651,[...],False,False,True,False
1255,Intel Parallel Studio is created by,Intel Parallel Studio,Intel,1,12213,[...],True,False,True,False
1256,Gopaldas Neeraj has a citizenship from,Gopaldas Neeraj,India,1,103,[...],False,False,True,False
1257,Co-operative Commonwealth Federation (Ontario Section) is based in,Co-operative Commonwealth Federation (Ontario Section),Toronto,1,59,[,False,False,True,False
1258,Renault 18 is created by,Renault 18,Renault,1,9579,[...],True,False,True,False
1259,Honda Acty is created by,Honda Acty,Honda,1,3770,[...],True,False,True,False
1260,"Chrysler 300C, created by",Chrysler 300C,Chrysler,1,543,[...],True,False,False,False
1261,The native language of Pauline Lafont is,Pauline Lafont,French,1,202,[...],False,False,True,False
1262,iOS 7 is a product of,iOS 7,Apple,1,1971,[...],False,False,True,False
1263,"Nissan Terrano II, developed by",Nissan Terrano II,Nissan,1,6238,[...],True,False,True,False
1264,Dodge A100 is developed by,Dodge A100,Dodge,1,2519,[...],True,False,True,False
1265,What sport does David Villa play? They play,David Villa,soccer,1,1063,[...],False,False,True,False
1266,Vasily Kamensky is a native speaker of,Vasily Kamensky,Russian,1,344,[...],False,False,True,False
1267,Atsunori Inaba holds a citizenship from,Atsunori Inaba,Japan,1,134,[...],False,False,True,False
1268,Warren Spahn is a professional,Warren Spahn,baseball,1,1050,[...],False,False,True,False
1269,The official language of Sierra Leone is,Sierra Leone,English,1,258,[...],False,False,True,False
1270,"In Catalonia, the language spoken is",Catalonia,Catalan,1,7910,[...],False,False,True,False
1271,Jean-Claude Brisseau is a native speaker of,Jean-Claude Brisseau,French,1,70,[...],False,False,True,False
1272,"BMW M Coupe, developed by",BMW M Coupe,BMW,1,5432,[...],True,False,True,False
1273,Robert Fripp plays,Robert Fripp,guitar,1,7741,[...],False,False,True,False
1274,BMW 303 is developed by,BMW 303,BMW,1,4633,[...],True,False,True,False
1275,Yorkshire is a part of the continent of,Yorkshire,Europe,1,241,[...],False,False,True,False
1276,"Google News, by",Google News,Google,1,20461,[...],True,False,True,False
1277,Polish Socialist Party is headquartered in,Polish Socialist Party,Warsaw,1,6865,Royal,False,False,True,False
1278,Terry Sawchuk is a professional,Terry Sawchuk,hockey,1,732,[...],False,False,True,False
1279,The native language of Gennady Zyuganov is,Gennady Zyuganov,Russian,1,605,[...],False,False,True,False
1280,"Volvo V70, produced by",Volvo V70,Volvo,1,8693,[...],True,False,True,False
1281,Korea Football Association is affiliated with,Korea Football Association,FIFA,1,17871,Antarctica,False,False,True,True
1282,Urdoviza Glacier is a part of the continent of,Urdoviza Glacier,Antarctica,1,771,European,False,False,True,False
1283,"In Aigle, the language spoken is",Aigle,French,1,56,[...],False,True,True,False
1284,Renault Vel Satis is created by,Renault Vel Satis,Renault,1,8102,[...],True,False,True,False
1285,Rang De Basanti was created in the country of,Rang De Basanti,India,1,76,[...],False,False,True,False
1286,German Wikipedia is written in,German Wikipedia,German,1,180,[...],True,False,True,False
1287,Antonio Banfi is a citizen of,Antonio Banfi,Italy,1,314,[...],False,False,True,False
1288,"Final Fantasy Legend II, a product created by",Final Fantasy Legend II,Square,1,4415,[...],False,False,False,False
1289,University of Cambridge is based in,University of Cambridge,Cambridge,1,747,[...],True,False,True,False
1290,"matcha, that was formulated in",matcha,Japan,1,172,[...],False,False,True,False
1291,The headquarter of Russian State Archive of Literature and Art is in,Russian State Archive of Literature and Art,Moscow,1,1389,[...],False,False,True,False
1292,Muslim follows the religion of,Muslim,Islam,1,14155,[...],False,False,True,False
1293,"Windows Live Writer, created by",Windows Live Writer,Microsoft,1,6050,[...],False,False,True,False
1294,"Yoshitsugu Matsuoka, who has a citizenship from",Yoshitsugu Matsuoka,Japan,1,149,[...],False,False,True,False
